Customer_ID,Age,Gender,Membership,Total_Orders,Average_Order_Value,Total_Spend,Days_Since_Last_Purchase,Average_Orders_Per_Month,Wishlist_Items,Cart_Abandonment_Rate,Coupons_Used,Return_Rate,App_Sessions_Per_Month,Average_Session_Duration,Customer_Support_Tickets,Product_Categories_Purchased,Payment_Method,Preferred_Shopping_Time,Churn,Predicted_Churn,Churn_Probability,Customer_Segment,Recommendation,AI_Insights
CUST_02361,40,Female,Basic,2,486.98,868.56,286,0.08,3,75.2,0,5.3,2,8.0,1,1,Credit Card,Afternoon,1,Yes,0.9871,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02362,45,Female,Gold,12,1469.3,15606.67,9,1.73,5,57.7,1,1.8,10,16.3,2,3,Credit Card,Afternoon,0,No,0.0099,2,Encourage higher spending through product bundles and seasonal offers. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02363,37,Male,Platinum,10,2572.31,23696.16,0,1.93,3,56.5,2,28.3,18,17.5,4,3,Credit Card,Evening,0,No,0.0079,2,Encourage higher spending through product bundles and seasonal offers. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02364,23,Male,Gold,33,2386.83,77903.82,19,1.98,8,25.2,10,32.8,15,7.8,0,5,Cash,Night,0,No,0.0013,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Remind the customer about wishlist items and recently viewed products. Recommend complementary products based on browsing and purchase history. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_02365,18,Male,Gold,20,1105.38,19747.26,6,1.08,6,73.5,4,15.5,1,8.0,0,5,UPI,Evening,0,No,0.0877,3,Encourage higher spending through product bundles and seasonal offers. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02366,22,Other,Gold,14,1181.04,17851.45,10,1.54,5,30.5,4,0.4,8,13.9,2,2,Credit Card,Evening,0,No,0.0089,2,Encourage higher spending through product bundles and seasonal offers. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02367,22,Female,Gold,6,1614.59,8875.27,97,0.67,1,47.2,3,5.8,6,12.2,1,1,Cash,Evening,0,No,0.1962,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02368,31,Male,Gold,25,1775.54,39337.25,3,1.49,7,48.7,7,20.4,11,18.8,0,9,UPI,Night,0,No,0.0043,2,Recommend premium products and bonus loyalty rewards. Recommend complementary products based on browsing and purchase history. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02369,35,Female,Silver,31,963.31,27836.11,82,1.43,3,63.0,17,3.6,8,8.4,2,6,UPI,Evening,1,No,0.2185,2,Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02370,32,Male,Basic,4,893.12,3268.42,8,0.34,1,56.9,0,14.9,0,10.9,1,1,Credit Card,Evening,0,No,0.1186,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02371,24,Female,Basic,1,302.56,299.82,79,0.17,5,62.7,0,20.9,7,8.4,0,3,Debit_Card,Night,0,Yes,0.6656,3,Send personalized email campaigns featuring relevant products and time-limited offers. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02372,42,Female,Basic,3,759.35,2075.39,31,0.23,7,77.7,1,10.8,5,8.2,1,1,Debit_Card,Evening,0,No,0.2532,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02373,48,Female,Gold,18,1131.46,19494.32,5,1.26,4,56.0,8,1.5,13,9.6,2,3,Credit Card,Morning,0,No,0.011,2,Encourage higher spending through product bundles and seasonal offers. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02374,38,Male,Basic,1,980.26,975.6,226,0.17,2,61.0,0,17.1,4,7.7,1,3,UPI,Evening,1,Yes,0.9677,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02375,38,Female,Basic,1,688.12,705.27,118,0.59,4,62.6,1,33.0,7,17.8,1,1,UPI,Afternoon,0,Yes,0.8303,3,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02376,29,Female,Basic,7,725.06,5299.43,207,0.62,6,58.1,3,39.1,5,6.6,1,3,Cash,Afternoon,1,Yes,0.9699,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02377,20,Male,Silver,24,1654.46,44338.8,5,0.68,4,55.6,7,12.7,0,17.9,1,6,UPI,Night,0,No,0.3473,3,Recommend premium products and bonus loyalty rewards. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02378,54,Female,Gold,3,1241.77,3675.1,5,0.8,3,60.6,1,1.6,9,11.7,1,2,Debit_Card,Morning,0,No,0.0379,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02379,18,Male,Silver,10,802.72,8983.83,5,0.51,4,70.6,3,11.3,2,6.0,1,1,UPI,Night,0,No,0.0857,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02380,53,Male,Gold,21,1704.78,35331.74,301,2.09,5,63.7,4,3.2,20,21.8,0,6,UPI,Afternoon,0,Yes,0.5558,2,Recommend premium products and bonus loyalty rewards. Remind the customer about wishlist items and recently viewed products. Recommend complementary products based on browsing and purchase history. Offer personalized product bundles and checkout incentives. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02381,39,Male,Silver,12,695.75,8259.27,208,0.82,4,59.9,3,51.9,2,12.9,1,3,Credit Card,Afternoon,1,Yes,0.9736,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02382,33,Female,Silver,5,916.78,4376.95,359,1.11,2,42.4,2,15.8,9,7.8,2,3,Cash,Afternoon,1,Yes,0.9825,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02383,44,Female,Gold,6,1480.57,7894.52,0,0.86,4,51.0,4,4.2,12,2.6,0,3,UPI,Evening,0,No,0.0129,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02384,18,Female,Basic,2,793.02,1557.24,71,0.5,1,44.4,2,11.8,8,11.2,0,1,Debit_Card,Afternoon,0,No,0.2135,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02385,58,Male,Platinum,43,2104.84,84814.71,15,2.2,8,27.6,8,50.0,11,1.2,4,7,UPI,Evening,0,No,0.001,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Highlight popular products and limited-time deals. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_02386,18,Female,Basic,5,814.57,4166.72,148,0.48,1,87.3,0,28.3,1,1.6,1,1,UPI,Evening,0,Yes,0.8365,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02387,18,Male,Basic,2,767.52,1553.84,1,0.66,4,65.2,1,3.9,6,11.6,1,4,Debit_Card,Evening,0,No,0.0447,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02388,53,Female,Platinum,50,3396.6,166005.63,38,1.77,7,75.1,12,18.9,6,7.1,2,13,Credit Card,Evening,0,No,0.0,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_02389,58,Female,Gold,15,829.92,13071.66,1,0.99,9,39.2,6,27.1,1,14.9,4,5,UPI,Morning,0,No,0.4314,2,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02390,43,Male,Basic,19,899.38,16723.1,3,1.08,5,41.1,6,23.5,11,13.6,3,1,UPI,Afternoon,0,No,0.0231,2,Encourage higher spending through product bundles and seasonal offers. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02391,26,Female,Silver,19,1240.64,24239.08,143,0.89,5,76.2,3,4.3,8,16.5,2,3,Credit Card,Afternoon,0,Yes,0.6061,3,Send personalized email campaigns featuring relevant products and time-limited offers. Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02392,53,Male,Silver,34,964.71,32617.8,1,1.51,1,55.5,13,3.2,12,10.6,0,5,UPI,Night,0,No,0.0031,2,Encourage higher spending through product bundles and seasonal offers. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02393,42,Male,Basic,15,343.52,5003.02,21,0.98,1,51.4,5,2.6,11,7.6,1,4,UPI,Evening,0,No,0.0066,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02394,50,Male,Gold,6,1377.81,8184.77,18,0.7,4,68.9,1,22.9,0,15.0,2,3,Debit_Card,Afternoon,0,No,0.4287,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02395,27,Female,Silver,24,995.67,22557.41,10,1.46,5,72.8,7,13.7,6,10.3,0,3,Debit_Card,Evening,0,No,0.0196,3,Encourage higher spending through product bundles and seasonal offers. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02396,45,Male,Gold,5,1338.91,7329.85,28,1.12,3,69.8,0,22.5,12,14.1,2,3,UPI,Evening,0,No,0.0902,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02397,24,Female,Gold,2,1369.48,2711.02,141,1.2,4,66.4,1,14.4,11,13.6,0,3,UPI,Afternoon,0,Yes,0.5157,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02398,47,Female,Silver,20,791.07,14494.33,29,1.2,6,73.1,7,18.8,4,6.1,0,4,UPI,Night,0,No,0.0266,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02399,42,Female,Basic,4,100.0,384.54,158,0.32,4,64.1,1,18.0,10,9.3,0,3,UPI,Evening,1,Yes,0.8165,3,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02400,36,Female,Gold,32,2146.18,72031.78,14,1.56,6,46.7,9,12.5,8,9.9,0,7,UPI,Morning,0,No,0.0044,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Highlight popular products and limited-time deals. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_02401,41,Male,Silver,24,835.45,18739.38,59,0.93,6,59.5,8,11.3,10,15.2,2,10,Debit_Card,Afternoon,0,No,0.0448,2,Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02402,57,Male,Basic,17,890.48,15013.93,14,0.87,3,65.4,6,50.1,8,18.0,1,5,UPI,Morning,0,No,0.4742,2,Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02403,39,Male,Basic,26,516.2,13450.83,12,1.24,4,67.3,11,10.6,0,14.3,3,9,Credit Card,Night,0,No,0.0433,3,Promote value-for-money products and introductory discounts. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02404,29,Male,Gold,22,2702.26,63305.58,2,1.1,5,56.5,8,19.7,9,12.5,1,2,UPI,Night,0,No,0.0118,2,Reward loyalty with exclusive member benefits and early access to new arrivals. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02405,18,Female,Basic,12,621.37,6795.87,12,0.99,5,56.9,3,57.3,9,15.0,2,3,Cash,Morning,0,No,0.4866,2,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02406,18,Female,Basic,20,1379.44,24699.92,82,0.41,4,68.6,5,37.7,8,9.4,1,1,Debit_Card,Night,0,No,0.4147,3,Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02407,25,Female,Platinum,22,2642.93,53059.62,12,1.8,5,51.6,10,14.0,11,6.4,1,6,Credit Card,Evening,0,No,0.0111,2,Reward loyalty with exclusive member benefits and early access to new arrivals. Recommend complementary products based on browsing and purchase history. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02408,27,Female,Gold,30,2318.19,63688.98,316,0.83,2,50.1,12,13.3,14,12.5,1,7,Credit Card,Night,1,Yes,0.8537,1,"Offer an exclusive loyalty reward with a personalized discount and early access to new collections. Reward loyalty with exclusive member benefits and early access to new arrivals. Launch a win-back campaign with personalized offers and product recommendations. Recommend complementary products based on browsing and purchase history. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards. Mark this customer as a high-priority retention case for upcoming marketing campaigns.",AI-generated business insights are currently unavailable.
CUST_02409,40,Female,Silver,25,1223.96,28671.23,19,1.41,6,79.4,9,15.0,7,6.3,2,6,UPI,Evening,0,No,0.1215,2,Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02410,40,Other,Gold,15,2281.47,31683.21,13,1.48,1,44.7,5,5.9,5,10.8,0,3,UPI,Night,0,No,0.0126,2,Encourage higher spending through product bundles and seasonal offers. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02411,35,Female,Basic,2,840.09,1870.67,299,0.63,4,57.6,0,43.4,6,14.7,4,2,UPI,Afternoon,1,Yes,0.9983,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02412,55,Male,Gold,2,1431.56,3001.7,8,1.86,8,51.5,0,16.9,8,10.0,0,1,Credit Card,Afternoon,0,No,0.003,2,Promote value-for-money products and introductory discounts. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02413,18,Female,Basic,3,604.34,1642.75,334,0.23,1,78.5,4,3.9,8,14.1,1,2,Credit Card,Night,1,Yes,0.9954,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02414,57,Female,Silver,18,777.9,13837.03,150,0.34,6,62.7,2,17.5,1,15.7,0,6,Credit Card,Evening,1,Yes,0.9406,3,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02415,53,Female,Gold,49,1763.92,96284.23,41,2.06,2,34.0,13,9.8,16,6.0,2,2,Debit_Card,Evening,0,No,0.0002,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Recommend complementary products based on browsing and purchase history. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_02416,34,Female,Silver,26,1338.5,38764.99,9,1.24,2,42.6,10,8.5,3,13.0,0,6,UPI,Evening,0,No,0.0618,2,Recommend premium products and bonus loyalty rewards. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02417,28,Male,Basic,1,707.86,732.77,63,0.05,1,87.0,0,11.0,6,11.7,1,1,Cash,Night,1,No,0.4905,0,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products.,AI-generated business insights are currently unavailable.
CUST_02418,45,Female,Basic,1,822.41,813.18,365,0.05,4,71.1,0,1.9,0,12.8,0,1,UPI,Night,1,Yes,0.9973,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02419,47,Female,Platinum,21,3392.03,72346.95,5,2.42,7,20.3,10,17.1,11,16.4,0,10,Credit Card,Morning,0,No,0.0002,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Recommend complementary products based on browsing and purchase history. Offer personalized product bundles and checkout incentives. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_02420,45,Female,Silver,8,895.39,7292.77,17,0.99,7,60.0,0,1.8,8,10.2,0,1,Cash,Afternoon,0,No,0.0168,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02421,75,Male,Silver,10,738.86,7801.73,323,0.97,5,51.9,6,20.6,7,3.6,3,2,Debit_Card,Morning,1,Yes,0.9518,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02422,38,Male,Gold,5,2239.69,12351.69,6,1.84,5,36.9,0,10.9,16,14.7,0,5,Debit_Card,Morning,0,No,0.0039,2,Promote value-for-money products and introductory discounts. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02423,43,Male,Silver,15,1238.3,17447.85,6,1.41,5,57.4,3,26.2,10,8.0,1,6,UPI,Afternoon,0,No,0.0706,2,Encourage higher spending through product bundles and seasonal offers. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_02424,35,Female,Basic,12,939.19,10313.6,49,0.48,1,53.6,6,35.3,5,12.0,1,3,UPI,Morning,0,Yes,0.6326,3,Send personalized email campaigns featuring relevant products and time-limited offers. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02425,35,Female,Silver,2,1258.36,2667.38,40,0.47,7,72.6,0,3.1,5,9.4,0,1,UPI,Evening,0,No,0.1448,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02426,39,Female,Gold,61,1231.73,75605.95,333,1.63,3,80.6,13,5.6,19,12.9,1,4,UPI,Afternoon,1,No,0.1861,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Launch a win-back campaign with personalized offers and product recommendations. Recommend complementary products based on browsing and purchase history. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_02427,36,Male,Basic,7,604.12,3914.53,84,0.54,3,62.9,5,11.5,10,2.9,0,2,Credit Card,Evening,0,No,0.1122,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02428,43,Male,Gold,114,3042.44,356533.27,6,2.0,3,52.8,27,26.0,14,6.1,1,18,UPI,Afternoon,0,No,0.0,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Recommend complementary products based on browsing and purchase history. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_02429,27,Female,Basic,2,923.19,2004.52,11,0.56,3,45.8,0,22.4,5,5.2,2,3,Cash,Night,0,No,0.1874,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02430,55,Male,Silver,36,1604.0,59925.37,5,1.01,9,62.3,7,20.5,5,6.3,0,9,Credit Card,Evening,0,No,0.0035,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Highlight popular products and limited-time deals. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_02431,30,Male,Basic,11,310.35,3294.23,39,0.84,3,40.3,2,44.4,8,10.0,1,1,UPI,Morning,0,No,0.134,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02432,25,Female,Platinum,22,4937.23,113262.58,10,2.45,6,32.2,8,4.6,12,11.0,1,6,UPI,Morning,0,No,0.0011,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Recommend complementary products based on browsing and purchase history. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_02433,34,Male,Gold,34,1258.52,42536.75,345,0.88,6,36.6,11,18.7,4,6.5,0,11,Debit_Card,Afternoon,1,Yes,0.7719,1,"Send personalized email campaigns featuring relevant products and time-limited offers. Recommend premium products and bonus loyalty rewards. Launch a win-back campaign with personalized offers and product recommendations. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards. Mark this customer as a high-priority retention case for upcoming marketing campaigns.",AI-generated business insights are currently unavailable.
CUST_02434,29,Male,Basic,5,432.68,2247.81,278,0.81,4,59.5,1,31.0,9,3.8,2,1,Credit Card,Evening,1,Yes,0.8995,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02435,49,Male,Basic,2,881.2,1631.97,33,0.32,5,89.2,0,12.9,9,12.7,3,1,Cash,Night,1,No,0.2841,0,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products.,AI-generated business insights are currently unavailable.
CUST_02436,52,Female,Basic,5,921.38,4634.75,74,0.8,5,75.3,1,83.5,3,6.9,3,3,Credit Card,Evening,1,Yes,0.9372,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_02437,45,Male,Basic,2,631.45,1167.62,182,0.85,2,51.0,0,11.2,8,10.3,1,2,Credit Card,Evening,1,No,0.4357,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_02438,23,Female,Silver,7,832.26,6166.08,3,1.43,0,59.3,1,25.0,5,9.7,1,1,Credit Card,Evening,0,No,0.0183,3,Promote value-for-money products and introductory discounts. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
